merchant_id,merchant_category,merchant_city,merchant_risk_score
M21448,Digital Services,Mumbai,0.196
M21449,Gaming,Bengaluru,0.382
M21450,Electronics,Hyderabad,0.263
M21451,Travel,Kolkata,0.32
M21452,Grocery,Bengaluru,0.145
M21453,Grocery,Kolkata,0.124
M21454,Travel,Ahmedabad,0.25
M21455,Travel,Delhi,0.291
M21456,Grocery,Lucknow,0.111
M21457,Fashion,Kolkata,0.062
M21458,Electronics,Chandigarh,0.275
M21459,Electronics,Jaipur,0.306
M21460,Fashion,Ahmedabad,0.115
M21461,Food Delivery,Mumbai,0.237
M21462,Utilities,Hyderabad,0.073
M21463,Fashion,Bengaluru,0.185
M21464,Digital Services,Jaipur,0.303
M21465,Food Delivery,Kolkata,0.147
M21466,Gaming,Chennai,0.335
M21467,Travel,Bengaluru,0.258
M21468,Digital Services,Mumbai,0.241
M21469,Food Delivery,Bengaluru,0.116
M21470,Utilities,Pune,0.028
M21471,Food Delivery,Bengaluru,0.108
M21472,Healthcare,Mumbai,0.046
M21473,Utilities,Mumbai,0.08
M21474,Healthcare,Noida,0.082
M21475,Grocery,Delhi,0.123
M21476,Food Delivery,Gurugram,0.053
M21477,Food Delivery,Mumbai,0.078
M21478,Fashion,Hyderabad,0.119
M21479,Electronics,Chennai,0.279
M21480,Utilities,Hyderabad,0.069
M21481,Electronics,Mumbai,0.329
M21482,Food Delivery,Kanpur,0.122
M21483,Travel,Noida,0.24
M21484,Food Delivery,Ahmedabad,0.073
M21485,Digital Services,Mumbai,0.237
M21486,Jewellery,Delhi,0.34
M21487,Food Delivery,Bengaluru,0.142
M21488,Electronics,Gurugram,0.317
M21489,Electronics,Jaipur,0.212
M21490,Grocery,Hyderabad,0.102
M21491,Travel,Chennai,0.235
M21492,Electronics,Jaipur,0.334
M21493,Travel,Mumbai,0.195
M21494,Fashion,Hyderabad,0.126
M21495,Grocery,Mumbai,0.112
M21496,Utilities,Noida,0.058
M21497,Digital Services,Hyderabad,0.23
M21498,Fashion,Delhi,0.14
M21499,Fashion,Indore,0.184
M21500,Grocery,Kanpur,0.151
M21501,Grocery,Chennai,0.096
M21502,Food Delivery,Noida,0.108
M21503,Food Delivery,Delhi,0.15
M21504,Utilities,Jaipur,0.089
M21505,Food Delivery,Jaipur,0.127
M21506,Electronics,Pune,0.331
M21507,Healthcare,Hyderabad,0.052
M21508,Jewellery,Bengaluru,0.388
M21509,Utilities,Kolkata,0.036
M21510,Digital Services,Bengaluru,0.226
M21511,Healthcare,Mumbai,0.043
M21512,Travel,Lucknow,0.223
M21513,Healthcare,Jaipur,0.117
M21514,Utilities,Bengaluru,0.02
M21515,Travel,Mumbai,0.225
M21516,Fashion,Delhi,0.156
M21517,Gaming,Pune,0.328
M21518,Grocery,Kolkata,0.025
M21519,Gaming,Hyderabad,0.383
M21520,Fashion,Lucknow,0.202
M21521,Fashion,Bengaluru,0.211
M21522,Travel,Gurugram,0.215
M21523,Digital Services,Kolkata,0.258
M21524,Digital Services,Ahmedabad,0.217
M21525,Digital Services,Chennai,0.202
M21526,Food Delivery,Chandigarh,0.069
M21527,Utilities,Delhi,0.089
M21528,Grocery,Hyderabad,0.138
M21529,Food Delivery,Bengaluru,0.178
M21530,Fashion,Bengaluru,0.158
M21531,Grocery,Lucknow,0.069
M21532,Gaming,Pune,0.336
M21533,Grocery,Mumbai,0.144
M21534,Healthcare,Noida,0.173
M21535,Digital Services,Delhi,0.303
M21536,Fashion,Ahmedabad,0.209
M21537,Grocery,Kolkata,0.161
M21538,Utilities,Lucknow,0.083
M21539,Utilities,Kolkata,0.093
M21540,Utilities,Hyderabad,0.128
M21541,Gaming,Delhi,0.363
M21542,Utilities,Chennai,0.119
M21543,Healthcare,Mumbai,0.073
M21544,Grocery,Chennai,0.163
M21545,Digital Services,Delhi,0.228
M21546,Utilities,Kolkata,0.13
M21547,Food Delivery,Hyderabad,0.116
M21548,Fashion,Ahmedabad,0.136
M21549,Digital Services,Pune,0.16
M21550,Grocery,Chennai,0.09
M21551,Utilities,Kolkata,0.024
M21552,Grocery,Delhi,0.058
M21553,Food Delivery,Noida,0.143
M21554,Travel,Mumbai,0.172
M21555,Grocery,Bengaluru,0.155
M21556,Grocery,Mumbai,0.213
M21557,Fashion,Pune,0.138
M21558,Fashion,Hyderabad,0.214
M21559,Electronics,Mumbai,0.217
M21560,Travel,Kolkata,0.258
M21561,Food Delivery,Indore,0.136
M21562,Gaming,Mumbai,0.478
M21563,Fashion,Delhi,0.143
M21564,Food Delivery,Bengaluru,0.141
M21565,Food Delivery,Kolkata,0.112
M21566,Gaming,Hyderabad,0.323
M21567,Digital Services,Ahmedabad,0.244
M21568,Jewellery,Hyderabad,0.392
M21569,Healthcare,Mumbai,0.072
M21570,Gaming,Delhi,0.352
M21571,Electronics,Bengaluru,0.24
M21572,Grocery,Kolkata,0.082
M21573,Gaming,Kolkata,0.426
M21574,Food Delivery,Kolkata,0.115
M21575,Food Delivery,Mumbai,0.16
M21576,Gaming,Bengaluru,0.337
M21577,Food Delivery,Kolkata,0.155
M21578,Electronics,Kolkata,0.272
M21579,Digital Services,Pune,0.134
M21580,Jewellery,Hyderabad,0.399
M21581,Grocery,Mumbai,0.055
M21582,Food Delivery,Pune,0.106
M21583,Jewellery,Bengaluru,0.431
M21584,Gaming,Bengaluru,0.422
M21585,Food Delivery,Pune,0.057
M21586,Digital Services,Chennai,0.239
M21587,Utilities,Hyderabad,0.081
M21588,Gaming,Hyderabad,0.342
M21589,Travel,Jaipur,0.242
M21590,Utilities,Chennai,0.105
M21591,Healthcare,Pune,0.08
M21592,Grocery,Mumbai,0.091
M21593,Gaming,Pune,0.358
M21594,Gaming,Mumbai,0.309
M21595,Grocery,Jaipur,0.073
M21596,Healthcare,Mumbai,0.097
M21597,Healthcare,Ahmedabad,0.073
M21598,Grocery,Chennai,0.056
M21599,Utilities,Ahmedabad,0.031
M21600,Electronics,Delhi,0.278
M21601,Electronics,Chennai,0.342
M21602,Grocery,Lucknow,0.118
M21603,Gaming,Delhi,0.297
M21604,Jewellery,Mumbai,0.47
M21605,Food Delivery,Ahmedabad,0.097
M21606,Electronics,Ahmedabad,0.351
M21607,Electronics,Delhi,0.277
M21608,Grocery,Bengaluru,0.112
M21609,Electronics,Hyderabad,0.264
M21610,Food Delivery,Mumbai,0.107
M21611,Digital Services,Hyderabad,0.312
M21612,Digital Services,Mumbai,0.242
M21613,Grocery,Chandigarh,0.142
M21614,Electronics,Chandigarh,0.282
M21615,Gaming,Pune,0.335
M21616,Gaming,Chennai,0.368
M21617,Electronics,Indore,0.275
M21618,Digital Services,Kolkata,0.215
M21619,Food Delivery,Mumbai,0.086
M21620,Food Delivery,Delhi,0.146
M21621,Healthcare,Kolkata,0.02
M21622,Fashion,Gurugram,0.177
M21623,Gaming,Bengaluru,0.275
M21624,Digital Services,Mumbai,0.258
M21625,Digital Services,Ahmedabad,0.31
M21626,Grocery,Delhi,0.06
M21627,Grocery,Mumbai,0.124
M21628,Gaming,Kolkata,0.391
M21629,Grocery,Chennai,0.074
M21630,Gaming,Hyderabad,0.311
M21631,Healthcare,Mumbai,0.117
M21632,Grocery,Mumbai,0.156
M21633,Grocery,Hyderabad,0.203
M21634,Travel,Pune,0.207
M21635,Digital Services,Kanpur,0.279
M21636,Food Delivery,Pune,0.098
M21637,Digital Services,Chennai,0.199
M21638,Gaming,Delhi,0.329
M21639,Fashion,Delhi,0.15
M21640,Electronics,Pune,0.284
M21641,Food Delivery,Bengaluru,0.139
M21642,Fashion,Delhi,0.17
M21643,Electronics,Hyderabad,0.335
M21644,Fashion,Ahmedabad,0.245
M21645,Food Delivery,Mumbai,0.121
M21646,Digital Services,Mumbai,0.228
M21647,Digital Services,Pune,0.241
M21648,Utilities,Chennai,0.07
M21649,Electronics,Delhi,0.253
M21650,Travel,Pune,0.173
M21651,Grocery,Pune,0.039
M21652,Food Delivery,Mumbai,0.151
M21653,Food Delivery,Ahmedabad,0.154
M21654,Fashion,Mumbai,0.175
M21655,Electronics,Ahmedabad,0.269
M21656,Digital Services,Delhi,0.227
M21657,Grocery,Delhi,0.038
M21658,Utilities,Kolkata,0.051
M21659,Gaming,Kolkata,0.307
M21660,Food Delivery,Bengaluru,0.056
M21661,Electronics,Indore,0.29
M21662,Healthcare,Hyderabad,0.067
M21663,Food Delivery,Hyderabad,0.122
M21664,Gaming,Delhi,0.273
M21665,Gaming,Mumbai,0.366
M21666,Grocery,Lucknow,0.119
M21667,Travel,Bengaluru,0.217
M21668,Utilities,Chennai,0.142
M21669,Fashion,Jaipur,0.156
M21670,Utilities,Mumbai,0.086
M21671,Fashion,Pune,0.09
M21672,Utilities,Bengaluru,0.045
M21673,Healthcare,Lucknow,0.071
M21674,Healthcare,Hyderabad,0.135
M21675,Gaming,Gurugram,0.383
M21676,Travel,Bengaluru,0.214
M21677,Healthcare,Mumbai,0.108
M21678,Fashion,Chennai,0.199
M21679,Digital Services,Mumbai,0.235
M21680,Healthcare,Delhi,0.034
M21681,Electronics,Chennai,0.312
M21682,Fashion,Bengaluru,0.179
M21683,Jewellery,Chennai,0.413
M21684,Electronics,Kolkata,0.323
M21685,Grocery,Kanpur,0.147
M21686,Grocery,Bengaluru,0.128
M21687,Healthcare,Chennai,0.047
M21688,Fashion,Ahmedabad,0.092
M21689,Electronics,Pune,0.296
M21690,Electronics,Bengaluru,0.283
M21691,Food Delivery,Mumbai,0.126
M21692,Fashion,Delhi,0.236
M21693,Grocery,Mumbai,0.141
M21694,Travel,Pune,0.232
M21695,Gaming,Chennai,0.307
M21696,Fashion,Bengaluru,0.189
M21697,Food Delivery,Gurugram,0.141
M21698,Gaming,Chennai,0.33
M21699,Gaming,Chandigarh,0.217
M21700,Grocery,Bengaluru,0.057
M21701,Travel,Pune,0.278
M21702,Jewellery,Bengaluru,0.342
M21703,Grocery,Gurugram,0.126
M21704,Healthcare,Delhi,0.12
M21705,Travel,Delhi,0.195
M21706,Food Delivery,Kolkata,0.16
M21707,Fashion,Bengaluru,0.156
M21708,Utilities,Kanpur,0.073
M21709,Grocery,Mumbai,0.048
M21710,Utilities,Mumbai,0.138
M21711,Grocery,Mumbai,0.046
M21712,Grocery,Bengaluru,0.046
M21713,Grocery,Jaipur,0.106
M21714,Healthcare,Noida,0.056
M21715,Healthcare,Noida,0.193
M21716,Fashion,Gurugram,0.116
M21717,Grocery,Bengaluru,0.136
M21718,Digital Services,Chennai,0.324
M21719,Grocery,Bengaluru,0.132
M21720,Grocery,Ahmedabad,0.066
M21721,Electronics,Noida,0.295
M21722,Electronics,Delhi,0.341
M21723,Digital Services,Chennai,0.183
M21724,Food Delivery,Hyderabad,0.169
M21725,Fashion,Noida,0.182
M21726,Utilities,Kanpur,0.165
M21727,Utilities,Lucknow,0.099
M21728,Electronics,Ahmedabad,0.287
M21729,Grocery,Noida,0.131
M21730,Grocery,Chandigarh,0.044
M21731,Fashion,Mumbai,0.123
M21732,Grocery,Noida,0.103
M21733,Travel,Chennai,0.216
M21734,Electronics,Bengaluru,0.252
M21735,Utilities,Pune,0.172
M21736,Fashion,Chennai,0.241
M21737,Gaming,Chennai,0.226
M21738,Gaming,Bengaluru,0.342
M21739,Utilities,Kolkata,0.026
M21740,Travel,Kolkata,0.292
M21741,Fashion,Mumbai,0.17
M21742,Electronics,Jaipur,0.346
M21743,Grocery,Chennai,0.061
M21744,Grocery,Kanpur,0.057
M21745,Electronics,Kolkata,0.27
M21746,Gaming,Chandigarh,0.313
M21747,Utilities,Ahmedabad,0.076
M21748,Travel,Hyderabad,0.293
M21749,Healthcare,Delhi,0.121
M21750,Fashion,Pune,0.147
M21751,Gaming,Chennai,0.342
M21752,Food Delivery,Hyderabad,0.049
M21753,Grocery,Lucknow,0.02
M21754,Travel,Noida,0.294
M21755,Digital Services,Hyderabad,0.216
M21756,Grocery,Mumbai,0.165
M21757,Fashion,Kanpur,0.146
M21758,Fashion,Mumbai,0.166
M21759,Utilities,Hyderabad,0.117
M21760,Grocery,Bengaluru,0.143
M21761,Travel,Bengaluru,0.217
M21762,Electronics,Kolkata,0.283
M21763,Electronics,Lucknow,0.279
M21764,Fashion,Ahmedabad,0.177
M21765,Electronics,Hyderabad,0.289
M21766,Food Delivery,Jaipur,0.087
M21767,Electronics,Kolkata,0.287
M21768,Digital Services,Chennai,0.184
M21769,Travel,Bengaluru,0.24
M21770,Grocery,Chennai,0.105
M21771,Electronics,Jaipur,0.236
M21772,Utilities,Kolkata,0.067
M21773,Grocery,Jaipur,0.077
M21774,Fashion,Chandigarh,0.138
M21775,Digital Services,Indore,0.284
M21776,Grocery,Noida,0.121
M21777,Digital Services,Ahmedabad,0.293
M21778,Fashion,Chandigarh,0.254
M21779,Electronics,Hyderabad,0.329
M21780,Healthcare,Delhi,0.031
M21781,Travel,Jaipur,0.211
M21782,Grocery,Delhi,0.16
M21783,Gaming,Chennai,0.322
M21784,Utilities,Noida,0.059
M21785,Travel,Jaipur,0.255
M21786,Gaming,Bengaluru,0.327
M21787,Grocery,Delhi,0.177
M21788,Grocery,Pune,0.093
M21789,Electronics,Ahmedabad,0.389
M21790,Digital Services,Jaipur,0.225
M21791,Grocery,Jaipur,0.07
M21792,Digital Services,Mumbai,0.212
M21793,Electronics,Kolkata,0.245
M21794,Travel,Kolkata,0.273
M21795,Gaming,Hyderabad,0.28
M21796,Grocery,Chandigarh,0.055
M21797,Electronics,Hyderabad,0.303
M21798,Electronics,Mumbai,0.182
M21799,Travel,Mumbai,0.174
M21800,Fashion,Hyderabad,0.158
M21801,Grocery,Pune,0.118
M21802,Electronics,Chandigarh,0.265
M21803,Healthcare,Hyderabad,0.12
M21804,Food Delivery,Pune,0.081
M21805,Digital Services,Lucknow,0.318
M21806,Electronics,Ahmedabad,0.321
M21807,Electronics,Noida,0.243
M21808,Fashion,Kolkata,0.152
M21809,Grocery,Gurugram,0.02
M21810,Fashion,Kolkata,0.202
M21811,Fashion,Mumbai,0.102
M21812,Food Delivery,Bengaluru,0.096
M21813,Grocery,Hyderabad,0.087
M21814,Jewellery,Jaipur,0.338
M21815,Healthcare,Bengaluru,0.063
M21816,Food Delivery,Chennai,0.137
M21817,Fashion,Delhi,0.138
M21818,Gaming,Bengaluru,0.379
M21819,Electronics,Bengaluru,0.313
M21820,Food Delivery,Gurugram,0.082
M21821,Electronics,Noida,0.26
M21822,Digital Services,Ahmedabad,0.23
M21823,Travel,Mumbai,0.222
M21824,Travel,Gurugram,0.306
M21825,Utilities,Delhi,0.089
M21826,Utilities,Mumbai,0.02
M21827,Electronics,Mumbai,0.251
M21828,Food Delivery,Bengaluru,0.099
M21829,Healthcare,Delhi,0.119
M21830,Fashion,Delhi,0.241
M21831,Grocery,Bengaluru,0.135
M21832,Healthcare,Kanpur,0.095
M21833,Jewellery,Noida,0.362
M21834,Grocery,Noida,0.164
M21835,Electronics,Jaipur,0.267
M21836,Electronics,Kolkata,0.216
M21837,Healthcare,Pune,0.116
M21838,Digital Services,Chandigarh,0.194
M21839,Fashion,Bengaluru,0.19
M21840,Digital Services,Ahmedabad,0.232
M21841,Grocery,Mumbai,0.086
M21842,Fashion,Mumbai,0.036
M21843,Grocery,Pune,0.148
M21844,Digital Services,Lucknow,0.197
M21845,Electronics,Noida,0.247
M21846,Digital Services,Mumbai,0.259
M21847,Utilities,Bengaluru,0.073
M21848,Jewellery,Lucknow,0.503
M21849,Travel,Chennai,0.162
M21850,Food Delivery,Delhi,0.103
M21851,Grocery,Hyderabad,0.135
M21852,Grocery,Jaipur,0.08
M21853,Gaming,Jaipur,0.34
M21854,Electronics,Lucknow,0.396
M21855,Travel,Mumbai,0.243
M21856,Grocery,Bengaluru,0.163
M21857,Food Delivery,Bengaluru,0.149
M21858,Grocery,Bengaluru,0.133
M21859,Grocery,Hyderabad,0.091
M21860,Grocery,Hyderabad,0.027
M21861,Grocery,Hyderabad,0.149
M21862,Food Delivery,Hyderabad,0.145
M21863,Grocery,Bengaluru,0.124
M21864,Gaming,Chandigarh,0.333
M21865,Gaming,Pune,0.311
M21866,Electronics,Hyderabad,0.34
M21867,Travel,Delhi,0.255
M21868,Grocery,Delhi,0.02
M21869,Electronics,Ahmedabad,0.278
M21870,Utilities,Hyderabad,0.066
M21871,Travel,Bengaluru,0.122
M21872,Digital Services,Delhi,0.216
M21873,Digital Services,Chandigarh,0.367
M21874,Electronics,Bengaluru,0.174
M21875,Utilities,Delhi,0.028
M21876,Fashion,Ahmedabad,0.051
M21877,Fashion,Noida,0.089
M21878,Food Delivery,Ahmedabad,0.037
M21879,Travel,Bengaluru,0.187
M21880,Digital Services,Ahmedabad,0.327
M21881,Jewellery,Bengaluru,0.441
M21882,Travel,Chennai,0.228
M21883,Healthcare,Mumbai,0.175
M21884,Digital Services,Bengaluru,0.229
M21885,Utilities,Chennai,0.037
M21886,Gaming,Mumbai,0.321
M21887,Food Delivery,Ahmedabad,0.049
M21888,Gaming,Hyderabad,0.255
M21889,Grocery,Chennai,0.13
M21890,Electronics,Hyderabad,0.295
M21891,Fashion,Ahmedabad,0.102
M21892,Digital Services,Kolkata,0.271
M21893,Electronics,Ahmedabad,0.303
M21894,Grocery,Delhi,0.073
M21895,Travel,Pune,0.197
M21896,Fashion,Chennai,0.196
M21897,Digital Services,Mumbai,0.27
M21898,Fashion,Mumbai,0.238
M21899,Food Delivery,Pune,0.14
M21900,Digital Services,Pune,0.17
M21901,Jewellery,Jaipur,0.331
M21902,Jewellery,Jaipur,0.39
M21903,Utilities,Hyderabad,0.116
M21904,Fashion,Hyderabad,0.174
M21905,Utilities,Hyderabad,0.052
M21906,Food Delivery,Gurugram,0.044
M21907,Fashion,Kolkata,0.226
M21908,Food Delivery,Bengaluru,0.184
M21909,Healthcare,Ahmedabad,0.037
M21910,Grocery,Chennai,0.13
M21911,Jewellery,Pune,0.411
M21912,Gaming,Noida,0.371
M21913,Fashion,Pune,0.228
M21914,Fashion,Noida,0.224
M21915,Travel,Chennai,0.263
M21916,Travel,Jaipur,0.229
M21917,Grocery,Chennai,0.087
M21918,Electronics,Pune,0.27
M21919,Travel,Hyderabad,0.363
M21920,Grocery,Kolkata,0.102
M21921,Grocery,Mumbai,0.135
M21922,Digital Services,Kolkata,0.269
M21923,Food Delivery,Chennai,0.075
M21924,Jewellery,Ahmedabad,0.421
M21925,Food Delivery,Mumbai,0.09
M21926,Fashion,Bengaluru,0.117
M21927,Utilities,Pune,0.107
M21928,Food Delivery,Hyderabad,0.063
M21929,Food Delivery,Mumbai,0.159
M21930,Grocery,Mumbai,0.126
M21931,Electronics,Hyderabad,0.337
M21932,Grocery,Hyderabad,0.122
M21933,Grocery,Hyderabad,0.057
M21934,Jewellery,Gurugram,0.45
M21935,Utilities,Delhi,0.132
M21936,Electronics,Ahmedabad,0.32
M21937,Electronics,Delhi,0.313
M21938,Travel,Mumbai,0.173
M21939,Fashion,Pune,0.199
M21940,Food Delivery,Lucknow,0.064
M21941,Electronics,Bengaluru,0.252
M21942,Fashion,Chennai,0.123
M21943,Digital Services,Pune,0.179
M21944,Travel,Kolkata,0.248
M21945,Healthcare,Pune,0.099
M21946,Food Delivery,Kanpur,0.18
M21947,Fashion,Delhi,0.214
M21948,Food Delivery,Ahmedabad,0.128
M21949,Utilities,Gurugram,0.115
M21950,Digital Services,Bengaluru,0.245
M21951,Grocery,Jaipur,0.095
M21952,Food Delivery,Pune,0.126
M21953,Gaming,Bengaluru,0.333
M21954,Fashion,Hyderabad,0.17
M21955,Food Delivery,Kanpur,0.15
M21956,Grocery,Chennai,0.045
M21957,Electronics,Bengaluru,0.262
M21958,Fashion,Chandigarh,0.195
M21959,Fashion,Bengaluru,0.135
M21960,Gaming,Mumbai,0.316
M21961,Jewellery,Delhi,0.446
M21962,Grocery,Indore,0.067
M21963,Travel,Bengaluru,0.26
M21964,Fashion,Lucknow,0.167
M21965,Digital Services,Kanpur,0.29
M21966,Gaming,Mumbai,0.337
M21967,Digital Services,Ahmedabad,0.214
M21968,Travel,Chennai,0.211
M21969,Food Delivery,Pune,0.195
M21970,Healthcare,Hyderabad,0.076
M21971,Grocery,Mumbai,0.073
M21972,Digital Services,Mumbai,0.229
M21973,Travel,Mumbai,0.228
M21974,Digital Services,Bengaluru,0.232
M21975,Grocery,Kolkata,0.125
M21976,Grocery,Bengaluru,0.105
M21977,Grocery,Hyderabad,0.073
M21978,Grocery,Pune,0.133
M21979,Grocery,Kolkata,0.113
M21980,Fashion,Lucknow,0.22
M21981,Grocery,Bengaluru,0.114
M21982,Grocery,Ahmedabad,0.094
M21983,Travel,Bengaluru,0.231
M21984,Food Delivery,Ahmedabad,0.127
M21985,Grocery,Gurugram,0.117
M21986,Food Delivery,Bengaluru,0.12
M21987,Food Delivery,Chennai,0.1
M21988,Fashion,Delhi,0.188
M21989,Electronics,Chennai,0.299
M21990,Food Delivery,Chennai,0.121
M21991,Utilities,Lucknow,0.11
M21992,Electronics,Jaipur,0.277
M21993,Travel,Hyderabad,0.241
M21994,Grocery,Delhi,0.128
M21995,Utilities,Delhi,0.116
M21996,Gaming,Chennai,0.369
M21997,Fashion,Indore,0.126
M21998,Food Delivery,Kolkata,0.137
M21999,Digital Services,Bengaluru,0.252
