customer_id,age,gender,city,account_age_days,account_type,preferred_device,preferred_payment_method
C14229,30,Female,Delhi,1828,Premium,Android,Card
C14230,32,Female,Indore,117,Standard,Web,Card
C14231,29,Female,Mumbai,56,Standard,iOS,Net Banking
C14232,41,Female,Ahmedabad,1096,Basic,Android,Card
C14233,51,Female,Jaipur,1775,Standard,Android,Net Banking
C14234,33,Male,Mumbai,1694,Basic,iOS,UPI
C14235,31,Male,Delhi,77,Standard,Android,UPI
C14236,33,Male,Hyderabad,2174,Standard,iOS,UPI
C14237,25,Female,Kanpur,647,Basic,Android,UPI
C14238,38,Male,Chennai,527,Standard,Android,Card
C14239,35,Female,Kolkata,801,Standard,Android,Card
C14240,27,Female,Jaipur,1671,Basic,Android,UPI
C14241,39,Female,Lucknow,721,Standard,iOS,UPI
C14242,31,Male,Chennai,1433,Standard,iOS,UPI
C14243,22,Male,Chennai,558,Basic,Android,UPI
C14244,34,Female,Ahmedabad,285,Basic,iOS,Card
C14245,33,Female,Bengaluru,264,Basic,Web,UPI
C14246,40,Female,Lucknow,982,Basic,iOS,UPI
C14247,38,Female,Mumbai,36,Standard,iOS,UPI
C14248,30,Male,Delhi,1243,Standard,Android,Wallet
C14249,27,Male,Jaipur,1711,Basic,Android,Wallet
C14250,31,Male,Bengaluru,1251,Standard,Android,UPI
C14251,34,Other,Delhi,1021,Basic,Android,UPI
C14252,35,Female,Delhi,399,Standard,Android,Wallet
C14253,34,Male,Chennai,381,Basic,Android,Net Banking
C14254,30,Male,Lucknow,282,Standard,Android,Card
C14255,40,Female,Mumbai,208,Basic,Android,Card
C14256,25,Male,Mumbai,1251,Standard,iOS,Card
C14257,53,Male,Hyderabad,634,Standard,Android,Card
C14258,38,Male,Indore,1466,Premium,Android,Net Banking
C14259,21,Male,Bengaluru,798,Basic,Android,Card
C14260,33,Male,Indore,728,Premium,Android,Card
C14261,38,Male,Kanpur,1031,Basic,Android,Wallet
C14262,28,Male,Bengaluru,817,Basic,iOS,Wallet
C14263,18,Female,Lucknow,249,Standard,Android,UPI
C14264,22,Male,Kolkata,85,Basic,Android,Wallet
C14265,36,Male,Chennai,2156,Standard,iOS,UPI
C14266,18,Male,Hyderabad,263,Basic,Android,UPI
C14267,18,Male,Lucknow,613,Standard,Web,UPI
C14268,36,Female,Jaipur,910,Standard,Android,UPI
C14269,29,Female,Ahmedabad,987,Standard,Android,UPI
C14270,25,Male,Chandigarh,1656,Standard,Android,Wallet
C14271,27,Male,Chennai,1568,Standard,Web,UPI
C14272,18,Male,Jaipur,1345,Standard,Android,Net Banking
C14273,35,Male,Kanpur,703,Standard,Android,UPI
C14274,24,Female,Delhi,2097,Standard,Android,UPI
C14275,26,Male,Mumbai,209,Standard,Web,UPI
C14276,34,Female,Hyderabad,703,Basic,Android,UPI
C14277,29,Male,Lucknow,847,Basic,Android,Wallet
C14278,25,Male,Bengaluru,788,Standard,iOS,UPI
C14279,18,Female,Kolkata,1229,Standard,iOS,UPI
C14280,34,Male,Mumbai,141,Premium,Android,Net Banking
C14281,32,Male,Bengaluru,1856,Premium,Android,UPI
C14282,26,Male,Pune,377,Premium,Android,UPI
C14283,22,Female,Mumbai,828,Standard,Android,UPI
C14284,31,Male,Kanpur,1290,Standard,iOS,Card
C14285,35,Male,Delhi,1960,Basic,Web,UPI
C14286,32,Female,Noida,1240,Basic,iOS,Card
C14287,46,Male,Delhi,1214,Standard,Android,Net Banking
C14288,37,Female,Chandigarh,565,Standard,Android,UPI
C14289,30,Male,Pune,1586,Basic,Android,Card
C14290,38,Female,Mumbai,1245,Premium,iOS,Wallet
C14291,31,Male,Mumbai,95,Premium,iOS,UPI
C14292,31,Male,Mumbai,940,Basic,iOS,UPI
C14293,43,Male,Pune,1973,Basic,Web,Card
C14294,23,Female,Jaipur,1891,Premium,Android,Card
C14295,31,Female,Hyderabad,493,Basic,iOS,UPI
C14296,42,Male,Hyderabad,1637,Basic,Web,Wallet
C14297,34,Male,Pune,737,Standard,Android,UPI
C14298,28,Female,Chennai,1681,Standard,iOS,UPI
C14299,18,Female,Kolkata,1166,Standard,Android,UPI
C14300,18,Male,Hyderabad,726,Standard,Android,Net Banking
C14301,50,Female,Ahmedabad,2112,Standard,Android,UPI
C14302,34,Male,Chandigarh,554,Standard,Android,Card
C14303,26,Male,Bengaluru,780,Standard,iOS,Wallet
C14304,34,Female,Mumbai,2054,Basic,Android,UPI
C14305,22,Female,Mumbai,508,Standard,Android,UPI
C14306,28,Male,Chennai,458,Standard,iOS,Net Banking
C14307,23,Female,Bengaluru,2114,Basic,Android,UPI
C14308,18,Male,Gurugram,1079,Basic,Android,UPI
C14309,18,Female,Pune,1784,Basic,iOS,Card
C14310,18,Male,Chennai,222,Basic,Web,Card
C14311,40,Male,Jaipur,1469,Standard,Android,UPI
C14312,22,Male,Bengaluru,255,Basic,Web,Net Banking
C14313,36,Female,Lucknow,918,Basic,Web,Card
C14314,40,Male,Mumbai,470,Standard,Android,UPI
C14315,31,Male,Pune,942,Standard,Web,UPI
C14316,28,Female,Gurugram,880,Standard,iOS,Card
C14317,32,Male,Jaipur,2092,Basic,iOS,UPI
C14318,27,Male,Lucknow,1467,Standard,Android,UPI
C14319,42,Female,Hyderabad,179,Standard,iOS,UPI
C14320,48,Male,Lucknow,1087,Basic,Android,Card
C14321,44,Female,Chennai,1673,Basic,iOS,UPI
C14322,18,Female,Pune,1098,Standard,Android,UPI
C14323,27,Female,Mumbai,1334,Standard,iOS,Card
C14324,31,Female,Delhi,1142,Basic,Web,Wallet
C14325,35,Female,Chennai,2131,Basic,Android,UPI
C14326,18,Female,Mumbai,1455,Standard,Android,Card
C14327,18,Male,Ahmedabad,1241,Standard,Android,UPI
C14328,43,Male,Lucknow,2074,Standard,Android,UPI
C14329,26,Female,Noida,638,Premium,Web,UPI
C14330,18,Male,Mumbai,1667,Basic,iOS,Net Banking
C14331,21,Male,Gurugram,1722,Standard,iOS,UPI
C14332,35,Male,Mumbai,832,Basic,iOS,Net Banking
C14333,24,Other,Hyderabad,2168,Standard,iOS,UPI
C14334,33,Female,Lucknow,670,Standard,Android,Card
C14335,22,Female,Mumbai,1999,Standard,Android,UPI
C14336,18,Female,Mumbai,70,Standard,Android,Card
C14337,44,Female,Mumbai,669,Standard,iOS,Wallet
C14338,35,Male,Chennai,692,Standard,Web,Wallet
C14339,28,Female,Jaipur,781,Basic,Android,Net Banking
C14340,26,Male,Mumbai,977,Basic,Android,UPI
C14341,44,Male,Mumbai,1667,Standard,iOS,Card
C14342,36,Male,Pune,963,Standard,iOS,Wallet
C14343,41,Male,Delhi,1328,Basic,iOS,UPI
C14344,26,Male,Ahmedabad,278,Premium,Android,UPI
C14345,31,Male,Gurugram,55,Premium,iOS,UPI
C14346,35,Male,Jaipur,885,Standard,iOS,Card
C14347,26,Female,Kanpur,337,Standard,Android,UPI
C14348,30,Female,Chennai,266,Basic,iOS,UPI
C14349,26,Female,Lucknow,215,Standard,Android,UPI
C14350,35,Male,Delhi,621,Premium,Web,Card
C14351,19,Male,Mumbai,417,Basic,Web,UPI
C14352,36,Female,Kolkata,344,Basic,iOS,Wallet
C14353,34,Female,Mumbai,691,Premium,Android,Card
C14354,29,Male,Kanpur,582,Basic,Web,UPI
C14355,35,Female,Kolkata,2128,Premium,Android,Card
C14356,28,Female,Gurugram,1417,Basic,Android,UPI
C14357,25,Female,Bengaluru,1497,Basic,Android,Card
C14358,36,Female,Chennai,1519,Premium,Android,Net Banking
C14359,36,Male,Ahmedabad,148,Basic,Web,UPI
C14360,26,Female,Delhi,1101,Standard,Android,UPI
C14361,26,Female,Chennai,1347,Basic,iOS,UPI
C14362,29,Other,Kolkata,2067,Standard,iOS,Card
C14363,26,Male,Indore,977,Basic,iOS,UPI
C14364,45,Male,Ahmedabad,624,Standard,Android,Card
C14365,34,Male,Mumbai,1666,Premium,Android,UPI
C14366,31,Female,Chennai,430,Basic,Web,Net Banking
C14367,23,Female,Pune,1948,Basic,Android,UPI
C14368,38,Female,Delhi,804,Standard,Android,Card
C14369,25,Female,Hyderabad,171,Premium,iOS,UPI
C14370,25,Female,Bengaluru,794,Basic,iOS,UPI
C14371,38,Male,Mumbai,2156,Premium,iOS,UPI
C14372,34,Female,Chennai,968,Premium,Android,Card
C14373,18,Female,Delhi,155,Standard,Android,Wallet
C14374,30,Male,Pune,838,Basic,Android,UPI
C14375,32,Female,Delhi,1619,Standard,iOS,Wallet
C14376,28,Male,Ahmedabad,147,Standard,Web,UPI
C14377,32,Female,Delhi,1989,Standard,iOS,Wallet
C14378,18,Male,Kanpur,1663,Basic,iOS,UPI
C14379,18,Male,Mumbai,1661,Standard,iOS,UPI
C14380,22,Male,Chennai,1663,Standard,iOS,Card
C14381,34,Male,Bengaluru,357,Standard,Android,UPI
C14382,18,Female,Delhi,1769,Standard,Web,Wallet
C14383,23,Female,Hyderabad,481,Basic,iOS,Wallet
C14384,18,Female,Lucknow,363,Basic,Android,UPI
C14385,29,Female,Noida,119,Basic,iOS,UPI
C14386,49,Male,Bengaluru,341,Basic,Android,UPI
C14387,29,Female,Delhi,314,Standard,Android,UPI
C14388,30,Female,Ahmedabad,1948,Standard,iOS,Card
C14389,39,Male,Pune,162,Basic,iOS,UPI
C14390,31,Female,Delhi,1434,Basic,Android,UPI
C14391,29,Male,Ahmedabad,146,Standard,iOS,UPI
C14392,39,Female,Chennai,2115,Basic,Android,Net Banking
C14393,35,Male,Kolkata,1249,Premium,iOS,UPI
C14394,34,Female,Bengaluru,1146,Standard,Android,Card
C14395,30,Male,Hyderabad,196,Premium,iOS,Card
C14396,28,Male,Delhi,1913,Standard,Web,UPI
C14397,39,Male,Ahmedabad,952,Premium,Android,Card
C14398,28,Other,Delhi,333,Standard,iOS,UPI
C14399,42,Male,Jaipur,1569,Basic,iOS,Card
C14400,22,Female,Jaipur,2078,Standard,iOS,UPI
C14401,44,Male,Ahmedabad,62,Basic,Web,UPI
C14402,35,Male,Mumbai,468,Standard,Android,Wallet
C14403,22,Male,Bengaluru,1416,Basic,Android,UPI
C14404,36,Male,Hyderabad,165,Standard,iOS,UPI
C14405,25,Male,Pune,1673,Standard,Android,UPI
C14406,31,Female,Noida,1354,Premium,iOS,Card
C14407,27,Female,Bengaluru,1194,Basic,iOS,Card
C14408,30,Female,Kanpur,741,Premium,iOS,UPI
C14409,39,Male,Delhi,1062,Standard,Android,UPI
C14410,36,Male,Bengaluru,209,Basic,Android,Net Banking
C14411,21,Female,Mumbai,1615,Basic,Web,Card
C14412,21,Male,Ahmedabad,1362,Basic,Android,Net Banking
C14413,33,Female,Delhi,1179,Basic,iOS,UPI
C14414,34,Female,Delhi,1730,Standard,iOS,UPI
C14415,25,Male,Jaipur,1135,Basic,Android,UPI
C14416,45,Male,Chennai,904,Standard,iOS,UPI
C14417,38,Female,Mumbai,1769,Standard,Android,Card
C14418,25,Male,Mumbai,2058,Standard,Web,Net Banking
C14419,24,Male,Chennai,1847,Premium,iOS,Card
C14420,29,Male,Bengaluru,1139,Basic,Android,UPI
C14421,28,Male,Delhi,829,Standard,iOS,Card
C14422,42,Female,Pune,313,Premium,Web,UPI
C14423,40,Female,Delhi,931,Basic,Android,UPI
C14424,31,Female,Pune,1834,Standard,Android,UPI
C14425,37,Male,Hyderabad,1767,Premium,Android,Card
C14426,38,Female,Delhi,308,Standard,iOS,Card
C14427,32,Male,Mumbai,1212,Premium,Android,Wallet
C14428,35,Male,Delhi,1481,Premium,iOS,UPI
C14429,36,Male,Mumbai,1520,Basic,Android,UPI
C14430,35,Female,Bengaluru,1929,Standard,Web,UPI
C14431,24,Male,Noida,193,Standard,iOS,Net Banking
C14432,25,Female,Lucknow,1038,Premium,Android,UPI
C14433,28,Male,Bengaluru,236,Standard,iOS,UPI
C14434,25,Male,Pune,1603,Standard,Android,UPI
C14435,18,Female,Pune,1184,Basic,Android,Net Banking
C14436,37,Male,Lucknow,968,Standard,Android,UPI
C14437,34,Male,Delhi,1807,Standard,iOS,UPI
C14438,19,Male,Bengaluru,1866,Premium,Web,Card
C14439,29,Female,Bengaluru,716,Basic,Android,Card
C14440,29,Female,Mumbai,1799,Basic,Android,Card
C14441,33,Female,Bengaluru,2114,Premium,iOS,UPI
C14442,21,Male,Kanpur,142,Standard,Web,UPI
C14443,19,Female,Noida,1679,Basic,iOS,UPI
C14444,36,Other,Mumbai,280,Standard,Android,Wallet
C14445,18,Male,Hyderabad,1726,Premium,Web,UPI
C14446,29,Female,Hyderabad,1505,Premium,Android,UPI
C14447,28,Male,Chennai,1839,Basic,Android,UPI
C14448,30,Female,Pune,1275,Standard,Android,UPI
C14449,33,Female,Mumbai,582,Standard,Android,UPI
C14450,45,Female,Lucknow,1539,Basic,iOS,Net Banking
C14451,18,Male,Indore,746,Standard,iOS,Net Banking
C14452,39,Male,Kolkata,97,Basic,iOS,UPI
C14453,18,Female,Kolkata,286,Standard,Web,Net Banking
C14454,44,Female,Chennai,1918,Basic,Android,UPI
C14455,18,Female,Bengaluru,855,Basic,iOS,UPI
C14456,53,Male,Delhi,342,Basic,iOS,UPI
C14457,27,Female,Pune,107,Premium,Android,UPI
C14458,43,Male,Mumbai,119,Basic,Android,UPI
C14459,41,Male,Lucknow,1660,Standard,iOS,Card
C14460,27,Female,Hyderabad,313,Basic,Android,Net Banking
C14461,28,Male,Hyderabad,1771,Premium,Web,Wallet
C14462,23,Male,Bengaluru,1243,Standard,Web,UPI
C14463,38,Male,Indore,493,Premium,Android,Card
C14464,27,Male,Delhi,1984,Basic,Android,Net Banking
C14465,24,Male,Delhi,1093,Standard,iOS,UPI
C14466,36,Male,Delhi,885,Basic,Android,Card
C14467,23,Female,Kolkata,1488,Basic,iOS,Card
C14468,28,Male,Chandigarh,1457,Standard,Android,UPI
C14469,32,Female,Delhi,1641,Standard,Web,Card
C14470,25,Female,Noida,1363,Basic,Android,UPI
C14471,27,Male,Bengaluru,2133,Standard,iOS,UPI
C14472,45,Female,Kolkata,932,Standard,Web,Wallet
C14473,29,Female,Mumbai,465,Standard,iOS,UPI
C14474,28,Female,Chennai,305,Standard,iOS,Wallet
C14475,29,Male,Kolkata,565,Standard,Web,Card
C14476,35,Male,Chennai,1707,Premium,Web,UPI
C14477,22,Female,Delhi,1882,Standard,iOS,UPI
C14478,35,Male,Lucknow,663,Premium,iOS,Card
C14479,33,Male,Indore,240,Basic,Android,UPI
C14480,18,Female,Hyderabad,1592,Standard,Web,UPI
C14481,47,Male,Kolkata,1735,Premium,Web,UPI
C14482,44,Female,Jaipur,149,Basic,iOS,Wallet
C14483,24,Male,Delhi,319,Standard,iOS,UPI
C14484,21,Male,Kanpur,757,Premium,iOS,UPI
C14485,33,Female,Bengaluru,1037,Basic,Android,Card
C14486,18,Male,Jaipur,269,Standard,Android,Card
C14487,43,Female,Mumbai,1315,Standard,iOS,UPI
C14488,27,Male,Bengaluru,1107,Standard,Android,UPI
C14489,46,Female,Chennai,1696,Basic,Android,UPI
C14490,24,Male,Chennai,2097,Basic,Web,UPI
C14491,30,Male,Lucknow,278,Basic,Android,UPI
C14492,42,Female,Chandigarh,1011,Basic,Web,Card
C14493,28,Male,Mumbai,1818,Basic,iOS,UPI
C14494,33,Female,Bengaluru,50,Standard,Web,Card
C14495,41,Male,Bengaluru,1875,Premium,Android,UPI
C14496,26,Male,Chennai,890,Premium,Android,UPI
C14497,20,Female,Chennai,1751,Premium,iOS,Wallet
C14498,18,Female,Lucknow,1334,Premium,Android,Net Banking
C14499,36,Female,Jaipur,2063,Basic,iOS,Card
C14500,34,Male,Mumbai,356,Basic,iOS,Card
C14501,41,Male,Hyderabad,1922,Basic,Android,Card
C14502,29,Female,Pune,1258,Standard,Web,UPI
C14503,18,Female,Hyderabad,1696,Premium,Android,Card
C14504,18,Male,Mumbai,1707,Basic,Android,UPI
C14505,57,Female,Hyderabad,1287,Standard,iOS,Wallet
C14506,36,Female,Hyderabad,1012,Standard,Android,UPI
C14507,32,Male,Delhi,1784,Basic,iOS,Card
C14508,34,Female,Ahmedabad,1127,Standard,iOS,UPI
C14509,18,Male,Bengaluru,2146,Basic,Android,UPI
C14510,24,Female,Pune,1476,Standard,Android,UPI
C14511,47,Male,Chennai,1412,Premium,Android,UPI
C14512,37,Female,Kanpur,1294,Basic,Android,Card
C14513,24,Female,Mumbai,556,Basic,Android,Card
C14514,20,Female,Mumbai,1654,Standard,Android,UPI
C14515,26,Male,Bengaluru,567,Standard,iOS,UPI
C14516,28,Male,Hyderabad,1365,Standard,Web,Card
C14517,49,Female,Bengaluru,1757,Standard,Android,UPI
C14518,29,Male,Jaipur,1008,Basic,iOS,Net Banking
C14519,20,Female,Delhi,2177,Basic,Android,Card
C14520,30,Female,Mumbai,385,Premium,Android,Card
C14521,33,Female,Hyderabad,486,Basic,Android,Wallet
C14522,19,Male,Jaipur,688,Premium,iOS,UPI
C14523,35,Female,Lucknow,2135,Basic,Android,UPI
C14524,42,Female,Ahmedabad,1188,Premium,Web,Card
C14525,32,Male,Pune,612,Premium,iOS,Card
C14526,24,Male,Ahmedabad,2125,Basic,iOS,Card
C14527,26,Female,Kolkata,925,Standard,Web,Wallet
C14528,18,Male,Delhi,608,Standard,Android,UPI
C14529,30,Female,Chennai,2000,Standard,iOS,Net Banking
C14530,34,Male,Jaipur,365,Premium,Android,Card
C14531,23,Female,Bengaluru,2117,Basic,Android,Card
C14532,48,Male,Kolkata,128,Premium,Android,UPI
C14533,38,Male,Chennai,1260,Standard,Android,UPI
C14534,18,Female,Chennai,1293,Basic,iOS,Wallet
C14535,18,Female,Mumbai,2091,Standard,Android,Net Banking
C14536,22,Female,Kolkata,2047,Basic,Android,UPI
C14537,45,Male,Kanpur,1858,Standard,Web,UPI
C14538,39,Male,Delhi,2017,Basic,Android,UPI
C14539,46,Male,Bengaluru,1910,Standard,Android,UPI
C14540,31,Male,Mumbai,1143,Basic,Android,UPI
C14541,29,Male,Mumbai,1914,Standard,Android,Wallet
C14542,20,Male,Chandigarh,1703,Premium,iOS,UPI
C14543,34,Male,Chennai,868,Premium,Web,UPI
C14544,29,Female,Bengaluru,1940,Standard,iOS,Card
C14545,29,Male,Bengaluru,96,Basic,Android,Card
C14546,46,Female,Indore,253,Premium,Web,Card
C14547,30,Female,Delhi,387,Basic,iOS,UPI
C14548,43,Female,Ahmedabad,1190,Standard,Web,UPI
C14549,18,Female,Bengaluru,191,Premium,Android,UPI
C14550,55,Male,Mumbai,518,Basic,iOS,Card
C14551,28,Female,Kolkata,556,Basic,Android,Wallet
C14552,37,Female,Mumbai,556,Standard,Android,Card
C14553,39,Male,Kolkata,149,Standard,Web,Card
C14554,27,Male,Delhi,516,Basic,iOS,Wallet
C14555,38,Female,Ahmedabad,630,Standard,iOS,UPI
C14556,39,Female,Jaipur,1676,Premium,Android,UPI
C14557,25,Female,Ahmedabad,1308,Premium,Android,UPI
C14558,25,Male,Mumbai,712,Basic,Web,Net Banking
C14559,31,Female,Ahmedabad,336,Standard,Android,UPI
C14560,30,Male,Chandigarh,1144,Premium,Android,Card
C14561,44,Female,Delhi,715,Basic,Android,UPI
C14562,37,Male,Bengaluru,1542,Standard,iOS,Card
C14563,30,Female,Lucknow,516,Basic,Android,UPI
C14564,36,Male,Delhi,2193,Basic,Android,UPI
C14565,18,Female,Kolkata,236,Basic,iOS,UPI
C14566,25,Female,Ahmedabad,1841,Standard,iOS,UPI
C14567,34,Other,Mumbai,1497,Standard,iOS,UPI
C14568,41,Male,Chennai,1490,Basic,Android,UPI
C14569,33,Female,Pune,1967,Standard,Android,UPI
C14570,44,Male,Bengaluru,1009,Basic,Android,UPI
C14571,39,Female,Kanpur,1583,Basic,Android,Net Banking
C14572,27,Male,Delhi,1176,Premium,Android,UPI
C14573,30,Female,Bengaluru,1514,Standard,Web,UPI
C14574,35,Female,Lucknow,1229,Standard,Web,UPI
C14575,27,Female,Delhi,2163,Basic,Android,UPI
C14576,45,Female,Lucknow,731,Basic,iOS,Card
C14577,21,Male,Mumbai,1616,Premium,Android,Wallet
C14578,34,Female,Chennai,390,Basic,Android,UPI
C14579,38,Female,Mumbai,132,Basic,iOS,Card
C14580,28,Male,Kolkata,1556,Standard,Android,Card
C14581,26,Female,Jaipur,503,Standard,Android,Card
C14582,30,Female,Lucknow,63,Premium,Android,Net Banking
C14583,38,Male,Chandigarh,1413,Premium,iOS,UPI
C14584,27,Female,Kolkata,1357,Basic,iOS,UPI
C14585,21,Male,Jaipur,1416,Basic,Android,UPI
C14586,41,Male,Chennai,1015,Standard,Android,UPI
C14587,35,Female,Noida,1836,Basic,Android,UPI
C14588,40,Male,Kolkata,57,Standard,Android,Wallet
C14589,38,Female,Kanpur,374,Basic,Android,UPI
C14590,51,Male,Delhi,846,Premium,iOS,Wallet
C14591,41,Male,Chennai,2159,Premium,iOS,UPI
C14592,24,Male,Ahmedabad,1593,Basic,iOS,Net Banking
C14593,35,Male,Delhi,1150,Basic,Android,UPI
C14594,26,Male,Delhi,2089,Premium,iOS,UPI
C14595,27,Female,Indore,2027,Basic,Web,Card
C14596,18,Male,Hyderabad,258,Basic,Android,UPI
C14597,28,Female,Delhi,1178,Basic,Android,Net Banking
C14598,36,Male,Bengaluru,2094,Basic,Web,UPI
C14599,30,Male,Hyderabad,435,Basic,iOS,UPI
C14600,21,Female,Pune,372,Basic,Android,Card
C14601,18,Female,Noida,791,Basic,iOS,UPI
C14602,50,Male,Chandigarh,2132,Standard,Android,Card
C14603,34,Male,Kolkata,509,Basic,Android,UPI
C14604,24,Male,Kolkata,1409,Standard,iOS,Card
C14605,35,Female,Bengaluru,603,Standard,iOS,Card
C14606,51,Male,Lucknow,1629,Standard,Android,Wallet
C14607,37,Female,Delhi,1962,Premium,Android,UPI
C14608,18,Male,Mumbai,118,Basic,Web,UPI
C14609,55,Female,Indore,848,Basic,iOS,UPI
C14610,18,Male,Kanpur,1286,Standard,Android,Card
C14611,29,Male,Bengaluru,426,Basic,Android,UPI
C14612,21,Female,Kolkata,1407,Basic,Android,Net Banking
C14613,24,Male,Hyderabad,821,Premium,Android,Wallet
C14614,34,Female,Bengaluru,106,Premium,Android,Wallet
C14615,18,Female,Bengaluru,1369,Standard,Web,UPI
C14616,30,Female,Mumbai,112,Standard,iOS,UPI
C14617,41,Female,Chennai,465,Standard,Web,UPI
C14618,23,Female,Hyderabad,385,Basic,Android,Wallet
C14619,18,Male,Chennai,140,Basic,Android,Card
C14620,30,Male,Delhi,922,Standard,Web,UPI
C14621,28,Female,Gurugram,1922,Basic,Web,UPI
C14622,26,Other,Kolkata,693,Basic,iOS,Wallet
C14623,20,Male,Kanpur,549,Standard,Android,UPI
C14624,36,Female,Mumbai,1781,Standard,iOS,Card
C14625,36,Male,Pune,2061,Basic,Android,Card
C14626,21,Male,Lucknow,683,Premium,Web,UPI
C14627,23,Female,Bengaluru,132,Standard,iOS,UPI
C14628,32,Female,Delhi,1680,Standard,Android,Net Banking
C14629,22,Male,Bengaluru,1442,Basic,Android,UPI
C14630,33,Male,Bengaluru,2194,Standard,Android,Card
C14631,44,Male,Hyderabad,1473,Standard,iOS,Net Banking
C14632,30,Male,Bengaluru,2047,Standard,Android,UPI
C14633,20,Female,Bengaluru,368,Standard,Android,UPI
C14634,35,Male,Kolkata,387,Basic,Android,Card
C14635,29,Male,Mumbai,1473,Basic,Android,UPI
C14636,30,Female,Bengaluru,1652,Premium,iOS,UPI
C14637,35,Female,Kolkata,871,Basic,Android,UPI
C14638,37,Female,Delhi,965,Standard,Android,Wallet
C14639,31,Male,Delhi,858,Premium,Android,Card
C14640,30,Male,Delhi,133,Basic,Web,UPI
C14641,50,Male,Mumbai,1934,Premium,Android,UPI
C14642,42,Female,Hyderabad,1998,Premium,Android,Net Banking
C14643,39,Male,Mumbai,2096,Standard,Android,Net Banking
C14644,32,Female,Bengaluru,1124,Standard,Android,UPI
C14645,22,Male,Chandigarh,399,Premium,iOS,Card
C14646,41,Male,Noida,906,Basic,Android,UPI
C14647,32,Male,Delhi,1514,Standard,Web,UPI
C14648,26,Female,Bengaluru,406,Basic,iOS,Net Banking
C14649,29,Female,Hyderabad,365,Premium,iOS,UPI
C14650,22,Female,Lucknow,2183,Standard,Android,UPI
C14651,41,Male,Jaipur,105,Standard,Android,UPI
C14652,37,Female,Mumbai,1328,Basic,Android,UPI
C14653,33,Male,Mumbai,354,Basic,Web,Wallet
C14654,31,Female,Hyderabad,77,Standard,Web,UPI
C14655,25,Male,Kanpur,1407,Basic,Android,Card
C14656,18,Female,Kanpur,429,Standard,Web,Card
C14657,18,Female,Mumbai,1606,Standard,iOS,Card
C14658,24,Male,Pune,1819,Basic,iOS,Card
C14659,23,Female,Delhi,1130,Basic,Web,Card
C14660,34,Female,Kolkata,392,Basic,Web,UPI
C14661,38,Male,Noida,2095,Premium,iOS,UPI
C14662,30,Female,Hyderabad,837,Basic,Android,Wallet
C14663,44,Male,Mumbai,1688,Basic,iOS,UPI
C14664,24,Male,Pune,448,Premium,Android,UPI
C14665,30,Female,Hyderabad,380,Standard,Android,UPI
C14666,31,Female,Jaipur,1493,Standard,iOS,UPI
C14667,41,Female,Bengaluru,481,Standard,Android,UPI
C14668,32,Female,Kanpur,1186,Standard,Android,UPI
C14669,32,Female,Bengaluru,1323,Premium,Android,UPI
C14670,18,Male,Delhi,295,Premium,iOS,Card
C14671,23,Female,Bengaluru,753,Standard,Android,Wallet
C14672,41,Male,Mumbai,449,Standard,Web,UPI
C14673,18,Male,Bengaluru,31,Standard,iOS,Wallet
C14674,43,Female,Kolkata,2089,Standard,Android,UPI
C14675,35,Male,Delhi,82,Standard,Android,UPI
C14676,24,Female,Mumbai,1829,Basic,Android,UPI
C14677,24,Female,Mumbai,915,Standard,Android,Card
C14678,48,Other,Mumbai,631,Basic,Android,Wallet
C14679,44,Female,Kanpur,1166,Basic,Android,UPI
C14680,30,Female,Gurugram,2017,Basic,Android,Card
C14681,32,Male,Mumbai,1447,Basic,Android,Card
C14682,25,Male,Ahmedabad,204,Standard,Android,UPI
C14683,32,Male,Ahmedabad,1686,Basic,Web,UPI
C14684,25,Male,Chandigarh,1686,Standard,Web,UPI
C14685,30,Male,Bengaluru,2132,Premium,Android,UPI
C14686,47,Male,Bengaluru,468,Basic,iOS,Net Banking
C14687,30,Male,Hyderabad,1850,Basic,Android,UPI
C14688,22,Male,Lucknow,833,Basic,iOS,Wallet
C14689,19,Male,Ahmedabad,802,Standard,iOS,Card
C14690,32,Female,Hyderabad,1403,Basic,iOS,UPI
C14691,24,Female,Delhi,1190,Basic,iOS,UPI
C14692,33,Female,Ahmedabad,528,Basic,Web,Card
C14693,18,Female,Lucknow,498,Basic,Android,Card
C14694,37,Female,Hyderabad,1441,Standard,iOS,Card
C14695,21,Male,Kolkata,2132,Standard,Android,UPI
C14696,31,Male,Hyderabad,528,Basic,Android,Wallet
C14697,28,Female,Chennai,1191,Standard,iOS,UPI
C14698,46,Female,Chennai,695,Standard,Android,Card
C14699,33,Male,Jaipur,571,Premium,Android,UPI
C14700,49,Female,Indore,1755,Standard,Android,Card
C14701,36,Male,Hyderabad,1601,Standard,Web,UPI
C14702,44,Male,Bengaluru,1070,Premium,Android,UPI
C14703,29,Male,Bengaluru,1088,Basic,Android,UPI
C14704,34,Female,Mumbai,953,Basic,Android,Wallet
C14705,42,Female,Bengaluru,2192,Standard,Web,UPI
C14706,39,Male,Mumbai,2082,Basic,Android,UPI
C14707,36,Female,Hyderabad,192,Standard,Android,UPI
C14708,28,Female,Delhi,1800,Standard,Android,UPI
C14709,30,Female,Bengaluru,757,Standard,iOS,Wallet
C14710,41,Male,Jaipur,1447,Basic,Web,UPI
C14711,43,Male,Delhi,2073,Standard,Android,Net Banking
C14712,26,Male,Pune,944,Basic,Android,UPI
